"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
NA,-1.46797696487528,0.0474422483955856,-1.0125326542356,-3.28844550573016,-3.87973156293826,-5.18873364635734,-5.02651430347502,NA,-4.03845109404033,-5.71102455474593,-5.11854329150407,-4.43279564675865,-3.16551527106961,-2.33402138137227,NA,-1.63269901921292,-0.0544164023457958,1.33186162038697,NA,1.00091669717031,0.977695735397609,1.4141228959327,1.02102927872669,-0.996696506616436,-1.43193717159164,-2.33029934941861,-1.89283833170064,NA,-2.46390859747488,-3.13790131292617,-4.7782976692897,-3.95109443352136,-2.86151308763123,-3.26598049566676,NA,-1.42919799191036,-0.0640315894767538,-2.13452022670412,-3.34415503473075,NA,-2.41936018727498,-2.03544946283014,-1.52501361051453,-3.45834473779796,NA,-0.646328413188445,1.86390459166654,2.15169728907888,NA
NA,NA,0.0454837008125316,-1.51617427571936,-2.06373327326288,-0.994300806325222,NA,NA,-3.75686774207155,-4.56805439975781,-3.82211100624587,-3.50549938055655,-2.09127692892249,0.052887888344846,0.786608009855501,-0.234699172409493,-1.90612479994786,-1.24331614754351,-1.06786307413529,-0.0510883346235383,-0.190284534555339,-0.22275705524138,-1.57724499072374,0.152205380853195,2.04471318962007,1.45313950879675,2.34594171088983,3.37024454290014,NA,3.15082370446625,1.28832334377068,-0.787707952610194,-1.98682368328126,-1.10594167238198,-2.85419057782347,-2.22299924067456,-0.789850373063924,0.546394697928324,0.498177164611339,NA,NA,NA,-0.452247412852148,-1.97874528137688,-1.19179337612103,-0.731911406753283,1.84926931011944,2.06763168521384,1.76442285254663,1.28931382627201
NA,-1.89438509806538,-0.821516382993957,-0.0896735104240001,-2.45869246534683,-2.9453754797792,-1.20697635431868,-1.15259348256567,NA,-4.45041807621918,-4.70609906960192,-6.43288136475477,-7.28104406330812,-7.98389581834677,NA,-8.93990500510293,NA,-7.29477410033999,-5.11018365143973,-5.53164242699719,NA,-2.7686706661423,-1.70754536945014,NA,-4.11626692232366,NA,-4.32122296520913,-3.36400499094041,-4.54637183034782,-3.15634859628238,-0.794786400188618,-2.45813402470795,NA,-4.15256749615835,-1.06289032227601,-0.393868826667137,1.20647762566848,-0.355148480520417,-1.25386358703172,NA,NA,NA,2.16043794081972,0.730299997383702,1.28981905808296,NA,1.92260466614653,1.25825454121732,-0.90873438966561,NA
-0.542786587089621,1.12091683035246,-0.00250512889657478,-2.55945318493182,-3.5124627952168,-0.779316740794491,0.337977462738375,NA,1.91536198832214,3.18379774905574,0.0857428465815413,NA,3.50398425387115,4.35720543411827,1.74973608514985,0.701131686705011,1.63690898382958,NA,NA,0.354674448973664,0.287995833037921,-1.32983566168328,-3.85750363237303,-5.06416055151224,-4.35328282394791,-1.95014457444037,-1.72834275073067,-2.08509002481357,-2.37410761075664,NA,-1.36533437673473,-2.23376739740652,-1.55619975182127,-1.38553832405487,-1.97210821195504,-1.94973835099247,-1.4870262384296,-2.09605487260568,-0.345446942600058,0.359934958963472,-1.21872494174685,-0.403180866616922,-0.63960974498401,NA,2.40464116078688,3.14695302620176,4.4268972748258,NA,NA,1.99260608898785
NA,NA,NA,-4.03389264526353,-5.79474270523883,-2.64777248700008,NA,NA,-3.08119652585696,-4.71475392484629,-4.02037611626556,-2.33961840013239,-4.18415993758085,-4.73393411999168,-3.75693629398754,-3.63049378125755,-2.47276396668114,-2.43260402649534,NA,-5.00604262457885,-4.19034030463551,-3.67852881270566,-0.351521698797487,0.493927704190611,0.250319757024219,-0.429486987305199,NA,-2.60138950944472,-5.12245645685716,-5.37888209713219,-4.7940423885998,-7.06015908994894,-7.94193914846086,-7.83290638718492,-6.4672523694686,-5.20096959061807,-8.14385725945029,-6.70301978663006,-3.28407172278428,-2.90182529118599,NA,-3.90702671796534,-3.37579122746902,-5.02246880005718,-2.70433084148599,-1.50421708412098,0.00501807895100899,0.797454075051316,NA,-1.60253270163022
NA,-1.23087968375115,-2.26605847146911,-2.31897651745995,NA,NA,-3.24206448727163,NA,NA,-2.43690340524373,-4.58664399705475,-4.91075643625244,-5.059591150298,-5.75060338197651,-7.11214218197614,NA,-4.57337158859496,-2.97626900296367,-3.40149838648652,NA,-3.77829659993665,-4.19566602963898,-4.31427297712358,-4.87055807564714,NA,NA,-2.84294344613182,NA,-3.51623384342857,-5.24554867214447,NA,-5.22875635365832,NA,-4.11541977645433,-5.35120426045727,-5.21055395343705,-4.47105925572062,-3.46616433946554,-1.61715978030179,-0.615164393194473,NA,NA,6.41455934758439,NA,5.34700496800638,NA,5.65007457803303,NA,NA,1.86896451011986
NA,-2.10777868264285,-2.91470565153445,NA,NA,-2.52803212985203,-3.13837624653528,-2.95949878506736,NA,NA,-1.5043449448764,-3.93229370824514,-5.43852041275116,-7.0936572755302,NA,NA,NA,-7.77373266811822,-7.63554282474271,-7.21623413581611,NA,-8.48072733017755,NA,NA,NA,NA,-7.33905855262495,NA,-5.78040702883093,-2.78907596592289,NA,-2.03542006215216,NA,NA,-0.543925461021752,-2.27362385873773,-1.14079590694969,-2.02698482520359,-0.17791746977697,-0.0880460225859617,0.860174371280687,NA,NA,1.26072033961634,0.781210626926786,-2.42195793409446,-4.27732036111298,-5.62731082952823,NA,-1.91756202009969
NA,0.841336787147394,NA,1.97915359770673,3.941852666303,3.87269200958536,1.80318612896846,NA,2.10347420334625,3.0544692033363,1.46064558171317,0.225885678533064,1.32649216091576,2.129713236481,0.64333967745026,-0.742202630568224,1.38603784177994,3.22349947190922,NA,-0.242219705004524,-2.03853806427926,-2.8104409210407,-2.84142264717275,-3.43957826397982,NA,NA,NA,NA,-5.02739097763008,-6.08670735577778,-7.07259945580702,-7.52621603231487,-5.35350138224786,NA,-2.31229947216663,-4.25485244427492,-2.44218011724811,-3.74015400250502,-0.411847875533704,-0.112563635376232,1.20863361435523,0.786555683473254,0.920141550241121,NA,1.63486641599392,NA,0.806281396027097,0.300384006392479,NA,0.428410176842775
NA,0.0413047814233852,NA,-2.16223049297171,-3.1351243092042,-3.29782406753545,-4.49376510291233,NA,-1.92901702202646,-1.89954232472093,0.172642803475475,-1.693251770498,-1.31177899272548,-0.271735550311104,-0.623009803985718,-1.8331396530806,-1.41773336722622,0.0979005475945242,-1.13907427762073,NA,-1.90463793940118,-2.73943136316641,-1.79732205419373,-2.7761926967575,-2.65758668953741,NA,-3.06372124342327,-2.64346441930618,-4.49307335679692,-3.91804858145057,-2.48834468070652,-4.55576129913891,-5.03000242184085,-4.11133073328084,-4.03670946184895,-4.45782830095306,-4.59015779837502,-4.16964742512309,-4.37958356446963,-3.77858694917251,-2.96011066489002,-4.80453986541571,-2.07042925803082,1.14205805987016,2.58258093769241,NA,1.31888189355409,-1.22946093013044,NA,1.30781903601023
0.48519385131629,2.08490034526562,4.52472847233819,4.1824029806651,5.48553010497177,NA,5.89219634690505,6.25938102153997,7.21976024017859,6.86937102934284,8.57947841424883,10.094236548749,9.01525860234888,9.32517636493123,10.1847601607632,9.76769653426008,10.9163337179108,NA,12.5026726276745,11.3360879743146,11.5526087527319,11.0988331565068,8.4413087865363,8.23871934506364,7.94022459928627,6.12718715886552,NA,6.02948836686827,4.0059191388381,NA,6.71660108337275,NA,7.49182253247884,5.82047144975058,NA,3.79796094047974,5.23643345501697,5.83028128610701,6.99781941894297,6.37708713378439,7.6503164530524,6.66549456857332,4.99192246828162,NA,NA,7.197915061145,NA,5.44611979268941,5.47831250227882,2.37930371374399
NA,1.3618304947613,-1.48838907437985,-3.97307537665706,-2.981554580415,-3.87609618792811,-4.80668630494603,NA,NA,-8.22575379088639,-6.40143863893412,-5.61580646901414,-5.76544484104449,-5.16979874930474,-5.28416993314351,-6.75843323087854,-6.65673865257943,-7.11520175462213,-6.84933839048055,-6.01120896807964,-3.27867641998205,-2.9242393183586,-0.424411587120777,-1.54139475283124,-1.34012192659171,-2.83675777549706,-2.15239484545566,-1.5347810803406,-1.02798614679337,-3.91204233014398,-3.69424292007058,-3.42672458880188,-4.37624663743961,-5.43883329482284,-4.39662799172768,NA,-3.42520815902311,-3.51785071631947,-1.20022350100459,-0.640572857227869,-2.81868733372445,NA,-4.30956710657583,-3.11684122590711,-3.78335420368048,-3.58244747387171,-2.14688875002644,-1.1749592680898,-1.36908054308238,NA
NA,NA,-2.86267745372539,-0.56904763199116,-2.03306985328383,-2.51940787964613,-1.74669609811252,-4.45825978965439,-3.00551321263692,-2.36901345123571,-1.43235048835879,-1.68992914755987,-3.23646799604156,-2.3237019197953,-3.33731930799618,-3.65429315714962,-2.7760915310276,-2.27835441568234,-3.26971179581852,-4.8698158353153,-4.38068735187488,-3.82459794440617,NA,-2.96968146347174,-1.59142293412046,-0.829181356366162,-1.49091751006349,-1.09925729830057,-2.6059265821299,-0.750222172376179,-0.485979454839859,-0.625572317476718,0.109552181634726,0.131308733260498,-0.293808565064649,-2.52961441320414,-5.15372669098052,-3.42184213323973,-3.23816632139352,NA,-4.34155530348304,-3.56540901531579,-3.51509939819344,-4.8949995122281,-4.17737050815626,-4.38447982763712,-3.07867943722615,-2.02516695713942,0.383469274937747,0.186084021324383
0.556799350500309,0.899575603373986,1.03583419556428,NA,3.9695820638163,2.65053432940411,3.19305009351046,6.56704317747516,7.05725051565773,4.86534758872769,NA,2.90400766649606,NA,2.05389216320698,3.9050188884479,4.96100072301236,4.80900305153246,NA,7.64939971653853,NA,7.38611171977585,4.38527358957539,4.3621138708144,2.8521183134094,2.57800573421889,1.80965589965219,3.82560217226937,NA,3.771471922978,4.75083061574461,NA,6.31229220557389,4.29703365257754,NA,6.36132618051135,9.69305839624814,8.74896662924057,7.32135366441311,6.46192028018178,NA,4.02771649635199,1.03205363300992,4.99272169782397,7.69000720505461,7.72767485583297,NA,NA,-0.320897356469275,-1.51894319263882,NA
NA,-2.43132472292122,NA,-0.362761077442356,-0.973816900768823,0.240011451417144,-2.01252110717312,-0.648214464532107,0.981750887720213,-0.18828301654467,-3.39679717907197,-4.57758187636647,-6.64307375774418,-7.78091280746955,-6.47537134362305,-5.55109061248584,NA,-2.66608930114609,NA,-5.50183067008153,NA,-9.53682596712767,-7.76543885314748,-9.32375025803983,NA,NA,-7.19899340802234,-7.628761767771,-8.06662331048142,-6.10267467317434,-5.51695197528924,-3.76597436771085,-5.19697191778801,-7.25761401962977,-4.85786750764981,-4.52369362538877,NA,-5.75577213133213,-6.70998133294753,-8.14488851707602,-6.51522405220419,NA,-5.24855550617796,-5.06500837650314,-2.06823482151925,NA,0.802869817109741,1.60495354061465,NA,-0.856803080142523
-2.80896865185205,-3.32857462146831,-1.46079234155769,-1.21606547590105,0.36972475200558,NA,-0.155043567293685,-0.690145502148501,1.55357237013571,1.36025344586969,0.919887961917655,1.83801798054743,4.94310245788762,5.04693271704441,5.1199710352733,5.03770955335623,6.30533767254045,6.53503339787363,6.91694445464163,8.72461292111124,9.2828961963242,NA,9.58713107874846,8.78805554536326,8.19810330947388,8.47073409539138,8.96625873353699,8.22031014561034,NA,8.81364021023714,7.93840136255312,NA,7.39951496663243,6.99337159187932,5.99778960153669,6.99147027859122,5.29459841274088,NA,4.94498778466211,NA,NA,4.17775103122791,4.07261612613531,2.97457341434305,NA,3.08820538123791,NA,1.57694178077766,-1.20833596913483,NA
NA,NA,NA,-1.93418628392422,-3.4777399807468,NA,-1.96134786795799,-3.55373605822796,-2.17734570096189,-1.88366072302721,NA,-0.570035237218254,-3.39932100056537,-3.95653918707193,-1.03820335225716,1.83710689820397,0.267524530752934,0.862971450845099,3.49794629702036,NA,2.97921416591873,NA,1.94837331826502,1.52218535001522,3.11007775042852,1.72332248423323,4.64995580075868,2.96090022738622,NA,0.765623795856836,-0.743749779307108,0.820449387326216,1.28056605642509,-0.494569104351404,-1.57554270153979,NA,-0.51753782296958,-1.81487004626506,-3.4696269650869,NA,-5.5282320995633,-6.92332068720284,-4.63465961480943,-3.43240951114216,-3.89079548095598,-2.53541868044836,0.669418536412001,1.28485656987973,1.15490801541231,0.612238152914638
NA,-0.527515734298689,NA,-1.47659819875561,-1.02794443111376,-1.72648431938289,-3.27027867034797,NA,-4.79704700763389,-6.04665481863985,-3.45951596814967,NA,-3.5191012748194,-2.7570520409853,-2.25644334289298,-1.67799077325229,-2.31183937359848,-2.96440954211343,NA,-7.01395981137784,NA,-6.86059364065966,-8.62251759001822,-7.18162371234639,NA,NA,-9.93593281055114,-7.59142508311402,-7.63082156431865,-6.51840027771774,-6.20760752050118,-5.98881687134838,-8.7511530622559,-8.21098496464996,-5.18259494895389,-6.77582139639464,-6.63346025772535,-5.77044713664544,-4.50831784463355,-5.06985860508949,-6.37969478626656,NA,-3.08271586483125,-3.67061418332633,-2.29191065722086,-1.63238413336686,-1.91882459380127,-1.59754147853666,NA,-0.0748973770334203
-0.228011992098035,1.2755255866131,0.434925585670137,1.56551159299557,1.24144936487123,NA,1.02225175621454,2.26469694344591,2.48457972332481,3.25977448975856,4.27956897458661,4.74412776300262,6.13570601418139,4.720407703135,4.87536531061301,4.05577857270688,3.26665500118429,5.59838430181116,5.70275598362498,NA,4.9622561376586,NA,4.08115415156352,4.74244423579741,3.27125710352353,2.71910267589919,2.58409553250204,1.85760584000375,NA,NA,2.95168854759292,4.26987576595127,2.656495604534,3.80148435279804,NA,0.00988495454575378,0.450341698967299,NA,-0.217330110288325,-2.19207922968197,-2.52053001748951,-3.41583484001493,-1.18876301030062,-0.41410393850408,NA,0.48552502589201,0.15206730631696,-0.0627958818649239,1.89862398498482,1.25974568364014
NA,1.91225095178572,1.23956068277653,1.42396067017302,1.27882161111896,-0.584569436512904,-0.942508698684687,NA,-1.19003382234947,-2.23607278504856,-5.10741983262542,-6.94222030334831,-4.08133404557725,-2.68765283689435,-2.97524864114727,-3.37934607260198,-2.60784490879797,-2.39253847167266,NA,-1.70976146791649,-3.50596296670377,-4.16896789756537,-4.67227251726059,-6.27323517087005,-6.49416321244574,NA,-5.91328438538949,-5.95811174753885,-5.2984703115467,-4.67212240686014,-4.83270325295262,-5.13793002729438,-5.36580845233122,-6.93103105346138,-7.99895346210293,-5.20896081066373,-5.80154529039379,-4.66525919422368,-3.80520023402514,-1.77112566800057,-3.58088000085391,NA,-0.335446257274054,NA,-1.44424193553475,NA,-0.0636559623887168,1.25639321900292,NA,0.238501194662096
NA,-0.789052698546044,-1.91177554814494,-2.59360571120058,-3.4309875878944,NA,-2.56439153399467,-3.48194764807341,NA,-4.92337859335808,-3.81120068440278,-2.7032960085135,NA,-6.41520085461453,-3.22008171182447,0.0156167870609869,-1.31446449736556,-2.72185414501366,-1.23240628368352,0.17065157427329,0.126574840875158,-1.43755219928598,-1.77107667494996,-2.11116185849749,-2.03384004581819,-2.20179719273944,-3.11624263754848,-1.45508410201956,-2.01185181566478,NA,-1.86807657922109,-0.636166087025395,0.692245262373765,-0.103958317205112,-1.3298983152035,-1.86105284059979,-1.73196890802853,-2.80658200964443,-5.54973344692431,NA,-3.2539040414297,NA,-1.49012598329197,0.0332914410066767,0.336745270789252,NA,0.718016319997504,1.14803525249457,2.45037029668921,0.84955609401215
1.26658809631832,0.569668138499236,0.766095035865486,2.1102910594485,2.34619602545753,1.48399737362148,-1.19119773463029,-1.15631788479415,-2.31828158826054,-0.743671977175769,0.648849127054739,1.82558788808288,3.31145283861388,5.83007297615318,6.25635338636925,8.23333750285688,7.1754009541347,4.83852297081947,6.98977703462937,5.14795010343043,3.47046568047168,3.40486485714919,2.97762588543863,1.38763861870583,2.31192037640782,0.180539900867929,NA,0.59308665095824,NA,2.62187213275218,1.63422753571521,-0.191285496056575,-1.32881922369744,-1.08517481392866,0.374680100918726,0.96891839042303,-0.606349613949269,-0.238599618596904,0.763773811467276,1.86541336181102,1.69134392624658,1.06898102925289,-0.466791720517093,-1.27595732126206,-0.477061210514017,-1.5879340741697,NA,-2.13329601008966,-1.55571492162982,-0.468305677371876
1.07723904267624,1.29847003426996,2.56510410827054,0.832763273617052,NA,3.31950319463125,NA,3.37064032578429,NA,0.527965361208966,NA,-1.30878745594596,-3.24119265469788,NA,NA,-2.73994169520567,NA,-0.603218413052071,0.153039488623081,-0.238124737718481,0.856898168576559,NA,2.02637127435103,NA,4.94521078142006,3.93454502534514,5.62173460419723,NA,5.29795866781143,2.69316446663583,NA,NA,NA,NA,5.43051676074118,5.39133234316174,8.35347939893644,8.86583993241927,NA,NA,NA,NA,NA,4.76136300994596,5.35003467766222,2.55383305990719,NA,1.19411603695313,0.223382782113467,NA
0.663042282904442,3.40072910981469,NA,5.9700473931103,9.15469869866583,12.1797753250319,11.2477077754199,12.5426608515588,13.4359664937088,9.86960764772798,NA,NA,8.67651226366023,10.4791723819797,7.68521925955469,8.42670929612058,10.9649498969387,NA,NA,6.63112318849571,7.03068369397819,6.67225888446977,5.27812160082166,4.80450420316739,6.37583449473385,7.17662408250692,NA,NA,7.2172804328302,3.05527290772687,NA,NA,NA,NA,4.18050751418079,4.03750975048895,NA,6.41871937757977,NA,8.96449477542749,10.881325644274,8.96575488515561,6.86928403424944,4.87526945245581,NA,5.3947695227629,3.57223653077833,1.64755189495665,NA,1.86673575373536
NA,-1.95053653328918,-3.65635008154796,-4.70228771548125,NA,-5.608742460578,-6.63559427639965,-5.89933153333442,NA,-5.34461401606334,-3.29213454381118,NA,-6.87873171902065,-7.88080027768126,NA,NA,NA,-11.0891989547473,-10.29345038503,-10.9242782735616,NA,-10.248292030197,-9.37118750835203,-8.39062747564406,NA,NA,-8.47609549219224,NA,-4.63828733911249,-2.97984413838727,NA,-4.25460556727927,-3.81307617772125,NA,-3.96882348176008,-4.47878153379887,-3.78826514353908,-1.11921866450139,-1.44988242578991,-1.71203007301292,NA,NA,-0.648993336568199,NA,3.02371809670067,NA,NA,NA,NA,0.420508735289755
-1.32155667203475,1.89747209194428,NA,2.66827685405668,0.072799832806813,-2.16718273531784,-1.61801338405821,NA,NA,2.82620345021736,1.17290309198491,-1.45446868452513,-0.437523680925913,1.17638228078166,NA,NA,0.7294445341489,3.41210562503655,1.68082371038927,0.659301279176541,-2.04808860112565,-1.94145423536245,-1.00725764258927,-1.72814500200724,NA,NA,-2.4598748571494,NA,-2.08913378357062,-3.014606459875,NA,-2.89041541166863,NA,-0.727943373587334,-0.582468083619166,-0.537152462451206,1.33874431141181,2.31288749099503,4.05025505881993,4.33492054060743,NA,NA,4.72720052774681,NA,6.27250585938072,NA,NA,NA,NA,1.76852541184596
NA,-0.757320840655728,0.407193631319445,-0.230031083604754,-1.72868969084852,-3.8035815481085,-3.27821656546898,-2.9846655999102,-3.207018631357,-4.79577273688953,-3.02904743028453,-2.15123963533255,-2.10340825267929,-0.640484582053681,0.912456768962016,0.381414315989404,-0.903051315882627,1.39625302908188,1.16146942807311,NA,3.86165191876075,5.23499892245813,4.4845972270928,3.80215594509582,6.21992014014323,2.53215398183992,2.90994211496505,4.1116090806046,NA,2.86872845283518,3.72607897249421,NA,1.1601670577463,-1.45994633973514,NA,NA,-2.80348049572966,-2.65946945417237,-1.7899189243446,NA,-4.30954754672167,-3.46494006466306,-2.65318401913253,-3.36859688441807,-1.91576575162806,-1.97736292400312,-4.21168424526143,-2.87434141432577,-1.822287053118,NA
0.381343913813632,1.68656619831059,-0.808929907383179,-1.22078177558807,-2.68090818248336,NA,-1.22238524629837,-0.00482537755513006,NA,-0.143087091842307,0.38197417495195,1.06672862185688,0.567127009785213,0.965507751548133,0.940622069856803,2.53054407546418,3.45773366127257,5.27613122568034,4.92090311267475,NA,6.38980967727284,8.00604339766989,9.02330674718599,7.70109423391387,6.91559046857852,3.690806495595,3.11645561706789,1.17212427055763,NA,2.22974910473998,3.20425703060632,4.19576169704253,4.18848805953029,2.34500658582504,NA,3.61307038356699,3.32037206592651,3.62568815146083,NA,NA,NA,2.84257621262053,1.84172669784739,1.96051204233331,1.57030746574983,2.01560870890769,NA,-2.1961814517642,0.271532108554257,NA
0.491892734263994,0.419513250575791,0.247485265269253,1.16066465454055,1.83580459857107,NA,2.86583193212281,NA,1.70286865377084,1.06523355517818,-0.13012807266845,-0.515942179656762,NA,-0.291119640802548,-0.0660454659273393,1.04279051089157,1.73902877761676,2.24987440248097,1.32886861817725,NA,5.85667678150082,5.24957134750841,6.25096054153508,4.63727967748609,4.10946026477811,5.77725291117109,1.88874631305141,2.31719661973759,2.66982660262636,2.51891992399427,0.457742295136299,NA,2.95198330138855,1.99937501133361,NA,-1.75795958279251,-2.3349443857674,NA,-0.839142305548034,-0.197892338256598,NA,0.892667640574503,3.28203093263991,4.21932091748916,4.67495089859301,NA,3.73851757867943,3.8831660629333,NA,1.65686914170752
NA,-0.0399643844791505,NA,0.57879179451124,-0.0865748982859819,-0.471723747357052,1.73517044622868,NA,1.98322025194278,1.07965821608443,-0.307852819146743,0.56299786514322,0.750764245286688,-0.165388812292473,-0.189209796351793,0.344972448145544,-1.21950252775255,-1.0321166709952,NA,0.410112355910761,-1.07112856540543,-2.31970395744426,-2.86457472465585,-1.61771816611157,-2.7503848345112,-2.46331699986086,NA,-1.14423284628382,-2.10016756970336,-4.97296628177994,-4.11370906573017,-5.95237986514411,-6.28330458666992,-3.72317764415267,-4.47280671403033,-4.9630643480704,-3.32720075656708,-4.08704624570244,-3.20327587962243,-2.18564943434475,-2.85153472695689,-0.721094959371112,2.01689114800041,1.18123895976939,3.09879718826398,NA,3.35483494186729,3.21433861509126,NA,0.60575645564505
1.28172559921582,0.119164236606549,2.35348278941877,-0.0152221759054934,NA,NA,5.52897323035314,7.67161453953829,8.16013329225669,6.27821237236086,9.6069432241557,9.43429190618128,7.07852871661168,8.21097246481476,7.49618618510821,8.56185566059712,10.8544933957148,NA,9.35743706021996,9.99959199986085,9.130550154554,11.3231894646103,11.0086450309729,11.0408997328125,9.88807100206085,11.2010126156886,13.4375892266839,13.3250890749643,10.7027752733569,NA,12.4911825214154,NA,NA,12.5357300372921,NA,10.6989237180475,8.04987945838166,NA,NA,NA,6.61400762438832,9.46879991313741,NA,7.61120255730662,NA,5.56744488467459,NA,0.412057330113493,-0.815155116552907,NA
NA,-2.53588614014777,-3.38682402058618,-3.2170572536418,-3.51245424611191,-6.80855190152411,-7.19991521434373,-7.92552651550365,NA,-7.46121535807073,-8.29378562980145,-7.00908452210404,-7.64058760206487,-8.31639468220982,-4.33705656095453,NA,-0.51732928521141,0.170015430606997,1.09026926482462,NA,-0.16514115652183,1.3405820886542,0.402208054715776,-0.79924105123593,-2.33577143398625,-4.18927151290473,-3.99528297057117,-5.21338966390225,-3.74497860079653,-3.45075912592552,-4.32243284147072,-4.56210088990407,-4.56077467802464,-5.92890709868722,-7.0871232752844,NA,-4.54511604106268,-2.27830489026905,-2.34080227647363,-1.77017234371293,NA,NA,-0.37910173291647,-1.76034016950379,-1.27033033052587,-0.318072503854126,NA,0.683703431499742,0.952205455172112,-0.884261353656727
NA,-1.0579462364396,-1.92428431533257,-2.93840063013866,-2.62591372838616,-2.479296915172,NA,NA,NA,-5.67686829136493,-8.85027831492767,-8.22266510212648,-9.31637976379559,NA,NA,-9.65231642537634,-7.77512303665198,NA,NA,NA,-1.07815968227104,-2.24819917240871,-5.52131244293791,-5.54845769820939,-6.93986355992635,NA,-5.10937176858898,-5.4213733982999,-6.14504556174039,-6.37470833201,-7.22280299628175,-6.80965505958281,NA,-7.36961988385144,-7.95123207440288,-5.48000628044577,-2.90555502231073,-3.60004175860864,-1.36474635241122,-2.30870510237559,-2.73670787116645,NA,-1.44084721530015,-1.35781597174548,1.59039460980273,NA,1.53390129556552,1.54758711034436,NA,NA
NA,-0.737017628423329,0.827162008650425,1.87452870239256,0.691003658612368,-0.873060540575143,0.767728438396299,NA,-0.00170254729531877,0.788738856026428,0.166832329202748,NA,-0.816457937245857,-0.681810810221699,0.821954384268014,2.12981213331165,2.98068041462014,2.51744320045719,NA,1.41400396702164,-2.01174070439805,-1.44076055762297,-3.69713239500801,-4.49809291721672,NA,NA,-5.87016279833167,-6.26347835646106,-5.41033018844851,-4.68816238888394,-4.17472731445067,-4.75411666848473,-6.30563795854788,NA,-5.54650266856276,-5.36164701915369,-4.33809352003093,-0.905664482171992,-0.432358599817284,1.81303872299952,3.62899542092882,0.401321882575523,1.10199340087492,2.08511016459485,0.163905474370632,2.20860761445503,NA,NA,NA,-1.57763744305629
NA,-0.362540990665857,-1.20244911769376,0.253306349120997,0.402475225324752,1.82766613607707,-0.781693008220758,NA,NA,-3.60531940200244,-3.32481738100936,-2.22030449351362,-3.62190137422411,-1.90109683751129,-2.16272583638172,-1.02256976810594,-2.48530410906381,-2.09968192481087,-1.18942951834059,-3.78219395470939,-2.98875875169603,-1.48217487909761,-0.0950005854470751,-1.29243896872433,NA,-4.32337116369378,-4.94683247803255,NA,-4.53519165974634,-3.42578622252578,-4.17385965868714,-3.72790180494107,-3.22003709208074,-4.47011021179599,-4.68607758394683,-1.56450035484338,-2.64368319984701,-1.16481763134214,1.65761969418139,1.48974476132804,2.4281670129072,NA,0.276689639520939,1.35243378935677,1.39302925207654,1.30457641307436,NA,-0.449784405504737,NA,-0.732167523511607
NA,NA,0.0808645047624934,-1.01464450964815,1.06475452535009,-2.40242959051026,-3.50124005011633,-5.51212969460065,NA,-5.79194635064445,-4.66620275633455,-4.59179063273957,-5.73481656839946,NA,NA,-3.05615196899049,NA,-4.39169729975674,-4.03435100288868,-2.56138821978403,-1.71764127640971,-2.74240875491059,-0.988728558256788,-1.11458087220202,-3.71227430722792,NA,0.313711415305233,0.280056392052568,1.03919140086754,-0.215188913257359,1.02333892689282,1.15280851048552,0.77190631898518,-0.557911456872908,-1.36185206930067,NA,1.08180482943403,0.0830030870679582,0.995803945486074,NA,0.208831557498919,NA,-2.69943109604076,-2.08113440230096,-1.93563741234706,-0.0940313329268421,0.6401134150207,0.0216038265631268,1.40636482534503,NA
1.62626891231217,-0.919772838630932,NA,1.58917279963522,0.479073714979573,NA,NA,NA,-1.24905407409948,-0.459962153269499,-1.94013792076815,-1.1413557902206,0.289252266304729,0.974617002740846,1.57259290058454,1.82903954362471,1.94078621474575,3.94444336123288,3.9793483650241,NA,5.22901691948369,NA,5.64571950274605,5.86450147402499,4.91860110241008,4.68326381666355,NA,2.09027846296041,NA,-0.494937274400926,-0.818226373250916,-2.76817060114807,-3.46811736048922,-1.97896677746649,-3.32932914864982,-2.95300758212943,-3.44738533182007,-3.84090587411018,-3.98502654078067,-4.94210011626209,-3.48981438826195,-1.95425404223531,-2.91117480519084,-3.99986097996126,-3.92302168202473,-1.39477328754676,-0.273392944328669,-1.84377734991822,-0.886933020524337,0.643948444225453
0.725481736322559,-0.0853279022520537,-1.00820780627731,0.20745532648485,-0.395881604981991,-0.774740768280791,-0.649986689962527,-0.121386505913499,-0.495948303804955,-0.164351405138175,NA,1.17504358955553,-0.815415042768387,-1.20745528994443,NA,-1.72741445642201,-1.0626175326485,-0.252992024648519,-0.407649169058914,0.113834614253042,0.494721196704625,NA,NA,NA,3.23585053623856,3.58618944992624,0.269728253154912,1.07838089237943,0.43716922821685,-0.484947685232643,2.04334872733092,2.10751600640741,2.27479605005992,3.70620922119925,4.35387016234856,3.60642295925381,2.89372190278256,NA,NA,NA,-0.986326329965693,-2.52407775193752,-3.29993280492014,-5.00988479070267,NA,-4.12900024186279,-3.94890403778782,-3.56668861800425,-1.33395278597723,NA
